tourney_id,tourney_name,surface,drap1_size,tourney_level,tourney_date,match_num,p1_id,p1_name,p1_hand,p1_ioc,p1_age,p1_rank,p1_rank_points,p2_id,p2_name,p2_hand,p2_ioc,p2_age,p2_rank,p2_rank_points,p1_win_prob_20w,p1_ace_prob_20w,p1_df_prob_20w,p1_svptWon_prob_20w,p2_win_prob_20w,p2_ace_prob_20w,p2_df_prob_20w,p2_svptWon_prob_20w,p1_surface_win_prob_20w,p2_surface_win_prob_20w,p1_win,diff_points
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,275.0,104545.0,John Isner,R,USA,32.3011635866,19.0,2110.0,126205.0,Tommy Paul,R,USA,20.2436687201,175.0,319.0,0.7,0.2279184681902409,0.021618282890673256,0.7300802964793082,0.3076923076923077,0.061971830985915494,0.02910798122065728,0.6309859154929578,0.65,0.2727272727272727,1,9
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,276.0,111577.0,Jared Donaldson,R,USA,20.845995893199998,60.0,793.0,106368.0,Ramkumar Ramanathan,R,IND,22.765229295,180.0,308.0,0.4,0.08338597599494631,0.0410612760581175,0.6348704990524321,0.5625,0.10410094637223975,0.0583596214511041,0.6419558359621451,0.4,0.4,1,1
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,277.0,105932.0,Nikoloz Basilashvili,R,RUS,25.472963723499998,65.0,739.0,106328.0,Christian Harrison,R,USA,23.2114989733,240.0,209.0,0.4,0.02702702702702703,0.036036036036036036,0.5831831831831832,0.0,0.038461538461538464,0.019230769230769232,0.3557692307692308,0.55,0.0,1,1
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,278.0,103970.0,David Ferrer,R,ESP,35.3675564682,31.0,1345.0,104386.0,Janko Tipsarevic,R,SRB,33.144421629,69.0,710.0,0.7,0.03012372243141474,0.04948897256589564,0.6245293168370092,0.45,0.08321167883211679,0.035036496350364967,0.6401459854014598,0.6,0.25,1,15
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,279.0,105807.0,Pablo Carreno Busta,R,ESP,26.0917180014,17.0,2305.0,104999.0,Mischa Zverev,L,GER,29.9794661191,26.0,1474.0,0.65,0.03875476493011436,0.01397712833545108,0.6194409148665819,0.65,0.09730722154222766,0.03243574051407589,0.6725826193390453,0.6,0.55,1,0
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,280.0,105023.0,Sam Querrey,R,USA,29.853524982899998,20.0,2060.0,105173.0,Adrian Mannarino,L,FRA,29.125256673499997,36.0,1191.0,0.75,0.16942604856512142,0.03200883002207505,0.6881898454746137,0.6,0.052461139896373056,0.02655440414507772,0.6424870466321243,0.9,0.5,0,6
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,281.0,106233.0,Dominic Thiem,R,AUT,23.9452429843,8.0,4030.0,104926.0,Fabio Fognini,R,ITA,30.225872689899997,25.0,1545.0,0.65,0.08239700374531835,0.04744069912609238,0.6735330836454432,0.7,0.0421179302045728,0.0631768953068592,0.6119133574007221,0.6,0.55,1,7
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,282.0,104542.0,Jo Wilfried Tsonga,R,FRA,32.3258042437,12.0,2770.0,103333.0,Ivo Karlovic,R,CRO,38.4585900068,44.0,1045.0,0.65,0.11049037864680322,0.025450031036623216,0.6983240223463687,0.65,0.2116493656286044,0.05420991926182238,0.7260668973471741,0.7,0.6,0,6
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,283.0,106401.0,Nick Kyrgios,R,AUS,22.2997946612,23.0,1770.0,105238.0,Alexandr Dolgopolov,R,UKR,28.7665982204,71.0,691.0,0.7,0.158953722334004,0.04963112005365526,0.6914822266934944,0.4,0.07868190988567586,0.03093476798924008,0.6415601882985877,0.8,0.25,1,14
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,284.0,104180.0,Gilles Muller,L,LUX,34.2669404517,22.0,1885.0,105077.0,Albert Ramos,L,ESP,29.574264202600002,24.0,1735.0,0.7,0.18553459119496854,0.050314465408805034,0.710691823899371,0.6,0.05328983143012507,0.024469820554649267,0.6253398586188146,0.65,0.5,0,9
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,285.0,104745.0,Rafael Nadal,L,ESP,31.197809719400002,2.0,7555.0,104755.0,Richard Gasquet,R,FRA,31.1567419576,29.0,1390.0,0.85,0.060144927536231886,0.020289855072463767,0.7094202898550724,0.45,0.028846153846153848,0.02319004524886878,0.6414027149321267,0.8,0.6,1,2
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,286.0,111575.0,Karen Khachanov,R,RUS,21.2320328542,32.0,1320.0,105216.0,Yuichi Sugita,R,JPN,28.9034907598,46.0,980.0,0.65,0.08879492600422834,0.04386892177589852,0.6453488372093024,0.45,0.03861907548273844,0.027501462843768285,0.609713282621416,0.45,0.4,0,3
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,287.0,105777.0,Grigor Dimitrov,R,BUL,26.2477754962,11.0,3070.0,105223.0,Juan Martin Del Potro,R,ARG,28.889801505799998,30.0,1370.0,0.7,0.10757479312539783,0.05537873965626989,0.6740929344366645,0.65,0.11426639621365788,0.03515889114266396,0.6538201487491548,0.75,0.6,1,14
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,288.0,104545.0,John Isner,R,USA,32.3011635866,19.0,2110.0,126207.0,Francis Tiafoe,R,USA,19.5646817248,87.0,622.0,0.75,0.2396694214876033,0.02225047679593134,0.7374443738080102,0.3,0.09560021727322107,0.03367734926670288,0.6376969038565997,0.65,0.3333333333333333,1,8
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,289.0,105932.0,Nikoloz Basilashvili,R,RUS,25.472963723499998,65.0,739.0,111577.0,Jared Donaldson,R,USA,20.845995893199998,60.0,793.0,0.4,0.02850212249848393,0.03759854457246816,0.5845967252880534,0.45,0.08756345177664974,0.04060913705583756,0.6408629441624365,0.6,0.45,0,5
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,290.0,105807.0,Pablo Carreno Busta,R,ESP,26.0917180014,17.0,2305.0,103970.0,David Ferrer,R,ESP,35.3675564682,31.0,1345.0,0.65,0.040127388535031845,0.015286624203821656,0.6242038216560509,0.7,0.032464076636508785,0.052155401809473124,0.6184140500266099,0.6,0.6,0,1
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,291.0,106233.0,Dominic Thiem,R,AUT,23.9452429843,8.0,4030.0,105173.0,Adrian Mannarino,L,FRA,29.125256673499997,36.0,1191.0,0.65,0.08454258675078864,0.04794952681388013,0.6757097791798107,0.65,0.05379746835443038,0.027848101265822784,0.6430379746835443,0.65,0.55,1,1
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,292.0,106401.0,Nick Kyrgios,R,AUS,22.2997946612,23.0,1770.0,103333.0,Ivo Karlovic,R,CRO,38.4585900068,44.0,1045.0,0.7,0.1611185086551265,0.049933422103861515,0.6924101198402131,0.65,0.21104082806210467,0.053479010925819435,0.7257044278320874,0.85,0.6,1,7
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,293.0,104745.0,Rafael Nadal,L,ESP,31.197809719400002,2.0,7555.0,105077.0,Albert Ramos,L,ESP,29.574264202600002,24.0,1735.0,0.85,0.06160458452722063,0.020773638968481375,0.7106017191977078,0.6,0.05490405117270789,0.024520255863539446,0.6263326226012793,0.8,0.55,1,11
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,294.0,105777.0,Grigor Dimitrov,R,BUL,26.2477754962,11.0,3070.0,105216.0,Yuichi Sugita,R,JPN,28.9034907598,46.0,980.0,0.7,0.1068943706514864,0.05755850727387729,0.6704617330803289,0.5,0.03978935049736688,0.028671737858396724,0.6173200702165009,0.75,0.4375,1,8
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,295.0,104545.0,John Isner,R,USA,32.3011635866,19.0,2110.0,111577.0,Jared Donaldson,R,USA,20.845995893199998,60.0,793.0,0.8,0.2554980595084088,0.02328589909443726,0.7438551099611902,0.5,0.08623969562460368,0.04185161699429296,0.6448953709575143,0.7,0.5,1,17
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,296.0,106233.0,Dominic Thiem,R,AUT,23.9452429843,8.0,4030.0,103970.0,David Ferrer,R,ESP,35.3675564682,31.0,1345.0,0.65,0.082122552116235,0.049273531269740996,0.6696146557169931,0.75,0.030367607884922748,0.05327650506126798,0.6244006393180608,0.65,0.6,0,10
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,297.0,104745.0,Rafael Nadal,L,ESP,31.197809719400002,2.0,7555.0,106401.0,Nick Kyrgios,R,AUS,22.2997946612,23.0,1770.0,0.85,0.0667144906743185,0.02080344332855093,0.7116212338593975,0.7,0.15870880968392737,0.05110961667787491,0.6906523201075991,0.8,0.85,0,5
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,298.0,105777.0,Grigor Dimitrov,R,BUL,26.2477754962,11.0,3070.0,104545.0,John Isner,R,USA,32.3011635866,19.0,2110.0,0.75,0.1116986120290813,0.05816259087904825,0.6768010575016523,0.8,0.2614247311827957,0.025537634408602152,0.7493279569892473,0.75,0.7,1,3
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,299.0,106401.0,Nick Kyrgios,R,AUS,22.2997946612,23.0,1770.0,103970.0,David Ferrer,R,ESP,35.3675564682,31.0,1345.0,0.7,0.1598360655737705,0.05191256830601093,0.6926229508196722,0.75,0.026421596783457783,0.05514072372199885,0.6197587593337163,0.85,0.65,1,5
2017-M024,Cincinnati Masters,Hard,64.0,M,20170814.0,300.0,105777.0,Grigor Dimitrov,R,BUL,26.2477754962,11.0,3070.0,106401.0,Nick Kyrgios,R,AUS,22.2997946612,23.0,1770.0,0.8,0.1149047931713723,0.05384110308601445,0.6848325673013789,0.7,0.15977961432506887,0.05509641873278237,0.6893939393939394,0.75,0.85,1,3
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,239.0,105732.0,Pierre Hugues Herbert,R,FRA,26.4284736482,64.0,742.0,103898.0,Julien Benneteau,R,FRA,35.6687200548,107.0,525.0,0.3,0.11370814908401769,0.045483259633607075,0.6626658243840808,0.35,0.09630526953361598,0.04603270745003028,0.642640823743186,0.35,0.3,0,2
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,240.0,126094.0,Andrey Rublev,R,RUS,19.8357289528,54.0,888.0,104327.0,Steve Darcis,R,BEL,33.440109514,65.0,741.0,0.5,0.05715902659875495,0.03508771929824561,0.6281833616298812,0.55,0.05277587388622344,0.019876627827278958,0.6024674434544208,0.2727272727272727,0.55,1,5
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,243.0,106000.0,Damir Dzumhur,R,BIH,25.2539356605,67.0,725.0,104797.0,Denis Istomin,R,UZB,30.954140999299998,85.0,634.0,0.35,0.03227665706051873,0.03170028818443804,0.6,0.25,0.08999328408327736,0.0241773002014775,0.6312961719274681,0.4,0.2631578947368421,1,5
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,244.0,104547.0,Horacio Zeballos,L,ARG,32.3175906913,58.0,821.0,136440.0,Dominik Koepfer,U,GER,23.312799452399997,268.0,189.0,0.45,0.06294613887086307,0.016223231667748216,0.6489292667099286,,,,,0.5263157894736842,,1,10
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,247.0,105916.0,Marton Fucsovics,R,HUN,25.533196440799998,122.0,458.0,105208.0,Ernests Gulbis,R,LAT,28.9746748802,257.0,201.0,0.4166666666666667,0.06760316066725197,0.03950834064969271,0.6119402985074627,0.35,0.12017434620174346,0.06288916562889166,0.6419676214196762,0.0,0.2222222222222222,1,1
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,248.0,106378.0,Kyle Edmund,R,GBR,22.6173853525,45.0,1007.0,105341.0,Thomas Fabbiano,R,ITA,28.2381930185,81.0,646.0,0.45,0.061910377358490566,0.033608490566037735,0.6574292452830188,0.2,0.027255029201817,0.036340038935756006,0.5775470473718365,0.45,0.26666666666666666,1,12
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,251.0,104122.0,Carlos Berlocq,R,ARG,34.546201232,96.0,561.0,106109.0,Alex Bolt,L,AUS,24.624229979499997,301.0,164.0,0.25,0.03070175438596491,0.03446115288220551,0.5839598997493735,0.0,0.16101694915254236,0.0423728813559322,0.5932203389830508,0.3333333333333333,0.0,1,11
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,252.0,105559.0,Jonathan Eysseric,L,FRA,27.2361396304,290.0,169.0,104229.0,Yen Hsun Lu,R,TPE,34.020533880900004,61.0,790.0,,,,,0.4,0.07654320987654321,0.05493827160493827,0.6555555555555556,,0.45,0,2
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,255.0,105526.0,Jan Lennard Struff,R,GER,27.3237508556,56.0,883.0,105613.0,Norbert Gombos,R,SVK,27.022587269000002,83.0,639.0,0.35,0.10364321608040201,0.04962311557788945,0.6451005025125628,0.3333333333333333,0.07132667617689016,0.06276747503566334,0.6005706134094151,0.45,0.5,1,1
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,256.0,104386.0,Janko Tipsarevic,R,SRB,33.163586584499996,66.0,736.0,104312.0,Andreas Seppi,R,ITA,33.4976043806,86.0,626.0,0.4,0.07714285714285714,0.03857142857142857,0.6242857142857143,0.4,0.08210947930574099,0.028037383177570093,0.6341789052069426,0.23076923076923078,0.3,0,6
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,259.0,105385.0,Donald Young,L,USA,28.079397672800003,57.0,830.0,104297.0,Rogerio Dutra Silva,R,BRA,33.546885694699995,68.0,723.0,0.4,0.04592774035517452,0.04286589099816289,0.6044090630740968,0.3,0.0486322188449848,0.04802431610942249,0.609726443768997,0.45,0.2,1,9
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,260.0,105723.0,Andrey Kuznetsov,R,RUS,26.4941820671,70.0,721.0,106044.0,Nicolas Kicker,R,ARG,25.0130047912,93.0,590.0,0.55,0.05703883495145631,0.035800970873786406,0.6298543689320388,0.45,0.035285815102328866,0.027522935779816515,0.625970359915314,0.45,,1,0
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,263.0,105238.0,Alexandr Dolgopolov,R,UKR,28.7857631759,63.0,751.0,106329.0,Thiago Monteiro,L,BRA,23.225188227199997,114.0,491.0,0.35,0.07186440677966102,0.03525423728813559,0.6338983050847458,0.35,0.05700836820083682,0.03085774058577406,0.6323221757322176,0.2,0.125,0,6
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,264.0,126203.0,Taylor Harry Fritz,R,USA,19.813826146500002,116.0,484.0,104291.0,Malek Jaziri,R,TUN,33.5852156057,80.0,650.0,0.5,0.09878127004490057,0.026298909557408594,0.6427196921103271,0.4,0.05305867665418227,0.04307116104868914,0.6036204744069913,0.5,0.65,0,16
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,267.0,104571.0,Marcos Baghdatis,R,CYP,32.1779603012,82.0,645.0,105575.0,Ricardas Berankis,R,LTU,27.167693360700003,165.0,345.0,0.55,0.10281014393420151,0.0411240575736806,0.6394790952707334,0.3,0.037237237237237236,0.042042042042042045,0.5963963963963964,0.55,0.35,1,1
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,268.0,105583.0,Dusan Lajovic,R,SRB,27.143052703600002,84.0,637.0,117365.0,Petros Chrysochos,R,CYP,21.368925393599998,1360.0,3.0,0.5,0.038056206088992975,0.01522248243559719,0.6492974238875878,0.0,0.01730103806228374,0.03460207612456748,0.5882352941176471,0.4,,1,7
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,270.0,105807.0,Pablo Carreno Busta,R,ESP,26.1108829569,16.0,2385.0,103898.0,Julien Benneteau,R,FRA,35.6687200548,107.0,525.0,0.65,0.04131147540983607,0.01639344262295082,0.6314754098360655,0.4,0.09217707701637357,0.04790782292298363,0.6434202546998181,0.6,0.35,0,0
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,271.0,126094.0,Andrey Rublev,R,RUS,19.8357289528,54.0,888.0,111202.0,Hyeon Chung,R,KOR,21.2566735113,49.0,955.0,0.5,0.059640995946728434,0.03705848291835553,0.6270990156340475,0.4,0.044921875,0.041666666666666664,0.6334635416666666,0.3333333333333333,0.25,0,5
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,272.0,104468.0,Gilles Simon,R,FRA,32.6488706366,39.0,1110.0,106000.0,Damir Dzumhur,R,BIH,25.2539356605,67.0,725.0,0.45,0.02753441802252816,0.03316645807259074,0.5894868585732165,0.4,0.03218116805721097,0.032777115613825986,0.6025029797377831,0.5,0.4,0,5
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,273.0,104269.0,Fernando Verdasco,L,ESP,33.7659137577,42.0,1080.0,104547.0,Horacio Zeballos,L,ARG,32.3175906913,58.0,821.0,0.5,0.056657223796033995,0.040793201133144476,0.6339943342776204,0.45,0.0667565745111261,0.018880647336480108,0.6527309507754552,0.45,0.55,0,5
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,274.0,105311.0,Joao Sousa,R,POR,28.394250513299998,50.0,950.0,105916.0,Marton Fucsovics,R,HUN,25.533196440799998,122.0,458.0,0.45,0.06176652254478073,0.027794935145151328,0.6226065472513898,0.46153846153846156,0.06744379683597003,0.03996669442131557,0.6186511240632806,0.5,0.5,0,7
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,275.0,106421.0,Daniil Medvedev,R,RUS,21.5249828884,53.0,889.0,106378.0,Kyle Edmund,R,GBR,22.6173853525,45.0,1007.0,0.55,0.09420713867758923,0.04798127559976594,0.6436512580456407,0.5,0.0692588092345079,0.035844471445929525,0.6622114216281896,0.55,0.5,0,6
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,276.0,104678.0,Viktor Troicki,R,SRB,31.5263518138,47.0,965.0,104122.0,Carlos Berlocq,R,ARG,34.546201232,96.0,561.0,0.45,0.07320644216691069,0.04538799414348463,0.6193265007320644,0.3,0.02994385527136619,0.035558328134747345,0.5864004990642545,0.55,0.5,0,9
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,277.0,105449.0,Steve Johnson,R,USA,27.657768651599998,46.0,1000.0,104229.0,Yen Hsun Lu,R,TPE,34.020533880900004,61.0,790.0,0.65,0.08766404199475065,0.04356955380577428,0.6446194225721785,0.4,0.07354758961681088,0.0550061804697157,0.6557478368355995,0.6,0.45,1,6
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,278.0,104655.0,Pablo Cuevas,R,URU,31.635865845300003,31.0,1380.0,105526.0,Jan Lennard Struff,R,GER,27.3237508556,56.0,883.0,0.5,0.051168667087807956,0.05180037902716361,0.6247631080227416,0.35,0.10644959298685035,0.054477144646211645,0.6437069505322479,0.35,0.5,0,3
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,279.0,105379.0,Aljaz Bedene,R,GBR,28.093086926799998,48.0,958.0,104312.0,Andreas Seppi,R,ITA,33.4976043806,86.0,626.0,0.55,0.09577632361689471,0.017251635930993457,0.6787626412849495,0.4,0.08013468013468013,0.026936026936026935,0.6343434343434343,0.3,0.35,0,6
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,280.0,105385.0,Donald Young,L,USA,28.079397672800003,57.0,830.0,106432.0,Borna Coric,R,CRO,20.7665982204,62.0,751.0,0.45,0.04794099569760295,0.04240934234787953,0.6066379840196681,0.55,0.07765263781861292,0.024896265560165973,0.6431535269709544,0.5,0.3,0,8
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,281.0,104545.0,John Isner,R,USA,32.3203285421,14.0,2425.0,105723.0,Andrey Kuznetsov,R,RUS,26.4941820671,70.0,721.0,0.75,0.2600408441116406,0.02518720217835262,0.7454050374404356,0.55,0.05555555555555555,0.03827160493827161,0.6327160493827161,0.7,0.45,1,3
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,282.0,103893.0,Paolo Lorenzi,R,ITA,35.6824093087,40.0,1100.0,106329.0,Thiago Monteiro,L,BRA,23.225188227199997,114.0,491.0,0.6,0.05109034267912772,0.02679127725856698,0.6299065420560748,0.4,0.05980603448275862,0.03017241379310345,0.6400862068965517,0.45,0.2222222222222222,1,8
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,283.0,105216.0,Yuichi Sugita,R,JPN,28.922655715300003,43.0,1045.0,126203.0,Taylor Harry Fritz,R,USA,19.813826146500002,116.0,484.0,0.5,0.040515653775322284,0.028238182934315532,0.614487415592388,0.5,0.10031347962382445,0.03134796238244514,0.6407523510971787,0.4117647058823529,0.5,0,1
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,284.0,106210.0,Jiri Vesely,L,CZE,24.1149897331,55.0,885.0,104571.0,Marcos Baghdatis,R,CYP,32.1779603012,82.0,645.0,0.5,0.06294117647058824,0.05058823529411765,0.6170588235294118,0.55,0.10775566231983527,0.04461221688400824,0.6424159231297186,0.45,0.6,0,3
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,285.0,105138.0,Roberto Bautista Agut,R,ESP,29.3524982888,15.0,2425.0,105583.0,Dusan Lajovic,R,SRB,27.143052703600002,84.0,637.0,0.7,0.02984165651644336,0.03288672350791717,0.6345919610231425,0.5,0.03925014645577036,0.016403046280023433,0.6496777973052138,0.7,0.45,1,11
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,286.0,103898.0,Julien Benneteau,R,FRA,35.6687200548,107.0,525.0,111202.0,Hyeon Chung,R,KOR,21.2566735113,49.0,955.0,0.4,0.0943620178041543,0.049851632047477744,0.6439169139465876,0.45,0.04432855280312908,0.041720990873533245,0.6388526727509778,0.4,0.25,0,7
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,287.0,104547.0,Horacio Zeballos,L,ARG,32.3175906913,58.0,821.0,106000.0,Damir Dzumhur,R,BIH,25.2539356605,67.0,725.0,0.45,0.06373193166885677,0.022996057818659658,0.6465177398160316,0.45,0.0325105358217941,0.03371462974111981,0.5996387718242023,0.55,0.45,0,7
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,288.0,106378.0,Kyle Edmund,R,GBR,22.6173853525,45.0,1007.0,105916.0,Marton Fucsovics,R,HUN,25.533196440799998,122.0,458.0,0.5,0.0629080118694362,0.03679525222551929,0.655786350148368,0.5,0.06828885400313972,0.040031397174254316,0.6224489795918368,0.5,0.6666666666666666,1,9
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,289.0,105449.0,Steve Johnson,R,USA,27.657768651599998,46.0,1000.0,104122.0,Carlos Berlocq,R,ARG,34.546201232,96.0,561.0,0.65,0.08953669963560645,0.04268610098906819,0.6428943258719417,0.3,0.029393370856785492,0.035021888680425266,0.5859912445278299,0.6,0.6,1,1
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,290.0,105526.0,Jan Lennard Struff,R,GER,27.3237508556,56.0,883.0,104312.0,Andreas Seppi,R,ITA,33.4976043806,86.0,626.0,0.4,0.11221326720396776,0.053316800991940486,0.6546807191568506,0.45,0.08021390374331551,0.02807486631016043,0.6283422459893048,0.5,0.4,1,5
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,291.0,104545.0,John Isner,R,USA,32.3203285421,14.0,2425.0,106432.0,Borna Coric,R,CRO,20.7665982204,62.0,751.0,0.8,0.26963906581740976,0.028308563340410473,0.745930644019816,0.55,0.07903981264637003,0.027517564402810304,0.6434426229508197,0.7,0.35,0,1
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,292.0,126203.0,Taylor Harry Fritz,R,USA,19.813826146500002,116.0,484.0,103893.0,Paolo Lorenzi,R,ITA,35.6824093087,40.0,1100.0,0.5,0.10167310167310167,0.032818532818532815,0.6435006435006435,0.6,0.053406998158379376,0.029465930018416207,0.6310620012277471,0.5,0.45,0,7
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,293.0,105138.0,Roberto Bautista Agut,R,ESP,29.3524982888,15.0,2425.0,104571.0,Marcos Baghdatis,R,CYP,32.1779603012,82.0,645.0,0.75,0.030006123698714023,0.03490508266993264,0.6374770361298224,0.55,0.10530035335689046,0.045229681978798585,0.6424028268551236,0.7,0.6,1,8
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,294.0,111202.0,Hyeon Chung,R,KOR,21.2566735113,49.0,955.0,106000.0,Damir Dzumhur,R,BIH,25.2539356605,67.0,725.0,0.45,0.046296296296296294,0.042328042328042326,0.6362433862433863,0.45,0.03625,0.0325,0.60625,0.3,0.5,0,9
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,295.0,106378.0,Kyle Edmund,R,GBR,22.6173853525,45.0,1007.0,105449.0,Steve Johnson,R,USA,27.657768651599998,46.0,1000.0,0.55,0.06201550387596899,0.03697078115682767,0.6589147286821705,0.7,0.0896551724137931,0.03978779840848806,0.646684350132626,0.55,0.6,1,5
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,296.0,106432.0,Borna Coric,R,CRO,20.7665982204,62.0,751.0,105526.0,Jan Lennard Struff,R,GER,27.3237508556,56.0,883.0,0.55,0.07673716012084592,0.027794561933534745,0.6507552870090635,0.4,0.11483253588516747,0.056220095693779906,0.6471291866028708,0.4,0.55,0,4
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,297.0,105138.0,Roberto Bautista Agut,R,ESP,29.3524982888,15.0,2425.0,126203.0,Taylor Harry Fritz,R,USA,19.813826146500002,116.0,484.0,0.75,0.02871410736579276,0.035580524344569285,0.6416978776529338,0.5,0.10139416983523447,0.032953105196451206,0.6419518377693283,0.7,0.5,1,2
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,298.0,106000.0,Damir Dzumhur,R,BIH,25.2539356605,67.0,725.0,106378.0,Kyle Edmund,R,GBR,22.6173853525,45.0,1007.0,0.5,0.03766478342749529,0.030759573132454487,0.6126804770872567,0.55,0.06216696269982238,0.036116044997039666,0.6631142687981054,0.55,0.6,0,3
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,299.0,105138.0,Roberto Bautista Agut,R,ESP,29.3524982888,15.0,2425.0,105526.0,Jan Lennard Struff,R,GER,27.3237508556,56.0,883.0,0.75,0.031352057478772045,0.037883736120182886,0.6479425212279556,0.45,0.12030970815961882,0.05717689100655152,0.6593210244192972,0.7,0.55,1,3
2017-6242,Winston-Salem,Hard,64.0,A,20170821.0,300.0,105138.0,Roberto Bautista Agut,R,ESP,29.3524982888,15.0,2425.0,106000.0,Damir Dzumhur,R,BIH,25.2539356605,67.0,725.0,0.75,0.03093476798924008,0.03765971755211836,0.6509751176866173,0.45,0.03622735790131168,0.03185509056839475,0.6077451592754528,0.75,0.55,1,11
2017-560,Us Open,Hard,128.0,G,20170828.0,100.0,104745.0,Rafael Nadal,L,ESP,31.2361396304,1.0,7645.0,105583.0,Dusan Lajovic,R,SRB,27.162217659099998,85.0,637.0,0.8,0.0681981335247667,0.021536252692031587,0.7071069633883704,0.45,0.037237237237237236,0.016816816816816817,0.6402402402402403,0.75,0.45,1,6
2017-560,Us Open,Hard,128.0,G,20170828.0,101.0,106121.0,Taro Daniel,R,JPN,24.5831622177,121.0,465.0,126205.0,Tommy Paul,R,USA,20.2819986311,159.0,364.0,0.4,0.041351193942923706,0.037274315666860805,0.6027955736750146,0.2857142857142857,0.05998209489704566,0.02864816472694718,0.630259623992838,0.38461538461538464,0.25,1,12
2017-560,Us Open,Hard,128.0,G,20170828.0,102.0,144972.0,Geoffrey Blancaneaux,R,FRA,19.0554414784,331.0,147.0,105216.0,Yuichi Sugita,R,JPN,28.9418206708,44.0,1045.0,,,,,0.45,0.04,0.028923076923076923,0.6098461538461538,,0.3888888888888889,0,9
