tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,p1_id,p1_name,p1_hand,p1_ioc,p1_age,p1_rank,p1_rank_points,p2_id,p2_name,p2_hand,p2_ioc,p2_age,p2_rank,p2_rank_points,p1_win_prob_20w,p1_ace_prob_20w,p1_df_prob_20w,p1_svptWon_prob_20w,p2_win_prob_20w,p2_ace_prob_20w,p2_df_prob_20w,p2_svptWon_prob_20w,p1_surface_win_prob_20w,p2_surface_win_prob_20w,p1_win,diff_points
2017-0311,London,Grass,32,A,20170619,270,103852,Feliciano Lopez,L,ESP,35.7453798768,32,1220,104527,Stanislas Wawrinka,R,SUI,32.2272416153,3,6175,0.45,0.118674698795181,0.031325301204819,0.650602409638554,0.8,0.063971031985516,0.022933011466506,0.652383826191913,0.5,0.666666666666667,0,1
2017-0500,Halle,Grass,32,A,20170619,271,103970,David Ferrer,R,ESP,35.2142368241,37,1005,104898,Robin Haase,R,NED,30.2039698836,42,983,0.65,0.034869976359338,0.050827423167849,0.638297872340426,0.5,0.077811550151976,0.033434650455927,0.628571428571429,0.6,0.5,0,3
2017-0311,London,Grass,32,A,20170619,271,106281,Liam Broady,L,GBR,23.4551676934,404,102,104871,Jeremy Chardy,R,FRA,30.3490759754,80,660,0,0.045197740112994,0.022598870056497,0.610169491525424,0.5,0.118715083798883,0.054469273743017,0.645949720670391,0,0.4,0,6
2017-0500,Halle,Grass,32,A,20170619,272,106071,Bernard Tomic,R,AUS,24.6598220397,61,785,103163,Tommy Haas,R,GER,39.2114989733,252,205,0.45,0.09079283887468,0.021739130434783,0.635549872122762,0.307692307692308,0.05535390199637,0.049001814882033,0.651542649727768,0.733333333333333,0.666666666666667,1,7
2017-0311,London,Grass,32,A,20170619,272,106378,Kyle Edmund,R,GBR,22.4449007529,47,898,133430,Denis Shapovalov,L,CAN,18.1793292266,193,279,0.4,0.055118110236221,0.036341611144761,0.63840096910963,0.142857142857143,0.108540925266904,0.05338078291815,0.629893238434164,0.4,,0,5
2017-0500,Halle,Grass,32,A,20170619,273,104755,Richard Gasquet,R,FRA,31.0034223135,30,1335,104792,Gael Monfils,R,FRA,30.7980835044,16,2545,0.6,0.041529334212261,0.023071852340145,0.646011865524061,0.65,0.088745980707396,0.043086816720257,0.627009646302251,0.6,0,0,3
2017-0311,London,Grass,32,A,20170619,273,104607,Tomas Berdych,R,CZE,31.7535934292,14,2570,104327,Steve Darcis,R,BEL,33.2676249144,58,821,0.65,0.089943342776204,0.024079320113315,0.674929178470255,0.6,0.045643153526971,0.018375815056313,0.619442797866034,0.666666666666667,0,1,12
2017-0500,Halle,Grass,32,A,20170619,274,100644,Alexander Zverev,R,GER,20.1642710472,12,2860,103893,Paolo Lorenzi,R,ITA,35.5099247091,33,1188,0.8,0.101540616246499,0.029411764705882,0.667366946778711,0.5,0.056737588652482,0.021921341070277,0.613797549967763,0.727272727272727,0.333333333333333,1,11
2017-0311,London,Grass,32,A,20170619,274,105683,Milos Raonic,R,CAN,26.4777549624,6,4150,106423,Thanasi Kokkinakis,R,AUS,21.1909650924,698,30,0.85,0.159859154929578,0.045774647887324,0.706338028169014,0,0.130612244897959,0.081632653061225,0.608163265306122,0.833333333333333,0,0,11
2017-0500,Halle,Grass,32,A,20170619,275,105311,Joao Sousa,R,POR,28.2217659138,57,830,104259,Philipp Kohlschreiber,R,GER,33.6755646817,56,840,0.5,0.057298772169168,0.030013642564802,0.610504774897681,0.5,0.08029197080292,0.027206370272064,0.6635700066357,0.6,0.636363636363636,0,3
2017-0311,London,Grass,32,A,20170619,275,103917,Nicolas Mahut,R,FRA,35.40862423,77,670,106421,Daniil Medvedev,R,RUS,21.3524982888,60,799,0.45,0.072425249169435,0.033887043189369,0.633887043189369,0.55,0.073257891602144,0.038117927337701,0.622989874925551,0.583333333333333,0.2,0,3
2017-0500,Halle,Grass,32,A,20170619,276,105577,Vasek Pospisil,R,CAN,26.9897330595,76,671,104460,Dustin Brown,R,GER,32.5284052019,95,560,0.4,0.122851686823679,0.045830681094844,0.647358370464672,0.35,0.080082135523614,0.062286105407255,0.621492128678987,0.375,0.2,0,8
2017-0311,London,Grass,32,A,20170619,276,104868,James Ward,R,GBR,30.3572895277,1062,8,103898,Julien Benneteau,R,FRA,35.4962354552,87,599,0,0.090909090909091,0.041769041769042,0.562653562653563,0.35,0.096992019643953,0.046654389195826,0.640883977900552,0,0.5,0,7
2017-0500,Halle,Grass,32,A,20170619,277,105138,Roberto Bautista Agut,R,ESP,29.1800136893,19,2110,104122,Carlos Berlocq,R,ARG,34.3737166324,79,668,0.65,0.024140012070006,0.021122510561255,0.616173808086904,0.35,0.033312382149592,0.032055311125079,0.591451917033312,0.6,,1,7
2017-0311,London,Grass,32,A,20170619,277,105777,Grigor Dimitrov,R,BUL,26.0944558522,11,2980,105992,Ryan Harrison,R,USA,25.1170431211,41,993,0.7,0.105660377358491,0.046540880503145,0.664779874213836,0.45,0.098382749326146,0.043800539083558,0.620619946091644,0.5,0,1,3
2017-0500,Halle,Grass,32,A,20170619,278,126094,Andrey Rublev,R,RUS,19.6632443532,106,503,105077,Albert Ramos,L,ESP,29.4209445585,22,1885,0.214285714285714,0.055608820709492,0.044103547459252,0.61744966442953,0.6,0.032727272727273,0.025454545454546,0.603636363636364,,0.5,0,5
2017-0311,London,Grass,32,A,20170619,278,106401,Nick Kyrgios,R,AUS,22.1464750171,20,2110,105385,Donald Young,L,USA,27.9069130732,55,845,0.75,0.164290142591445,0.040297582145071,0.70117792932424,0.35,0.039456662354463,0.04980595084088,0.620957309184993,0.666666666666667,0.5,0,5
2017-0500,Halle,Grass,32,A,20170619,279,104022,Mikhail Youzhny,R,RUS,34.984257358,88,595,103333,Ivo Karlovic,R,CRO,38.3052703628,24,1835,0.35,0.035830618892508,0.035179153094463,0.575244299674267,0.65,0.22962962962963,0.050712250712251,0.725925925925926,0.666666666666667,0.785714285714286,0,4
2017-0311,London,Grass,32,A,20170619,279,104386,Janko Tipsarevic,R,SRB,32.9911019849,59,805,104678,Viktor Troicki,R,SRB,31.3538672142,39,1000,0.35,0.066031313818925,0.032675289312458,0.633083730428863,0.55,0.075391180654339,0.040540540540541,0.613798008534851,0.4,0.6,0,10
2017-0500,Halle,Grass,32,A,20170619,280,111575,Karen Khachanov,R,RUS,21.0787132101,38,1005,104468,Gilles Simon,R,FRA,32.476386037,35,1095,0.5,0.076635514018692,0.03613707165109,0.638006230529595,0.5,0.038265306122449,0.035076530612245,0.610331632653061,,0.333333333333333,0,1
2017-0311,London,Grass,32,A,20170619,280,111578,Stefan Kozlov,R,USA,19.3785078713,149,379,105449,Steve Johnson,R,USA,27.485284052,25,1600,0.3,0.062003179650239,0.07154213036566,0.573926868044515,0.7,0.095095693779904,0.054425837320574,0.672846889952153,0.428571428571429,0.764705882352941,0,7
2017-0500,Halle,Grass,32,A,20170619,281,104269,Fernando Verdasco,L,ESP,33.5934291581,34,1175,105453,Kei Nishikori,R,JPN,27.4715947981,9,3785,0.55,0.031668696711328,0.045066991473813,0.623629719853837,0.8,0.036585365853659,0.023748395378691,0.627727856225931,0.2,0.8,0,1
2017-0311,London,Grass,32,A,20170619,281,104545,John Isner,R,USA,32.1478439425,21,1930,105227,Marin Cilic,R,CRO,28.7227926078,7,4025,0.6,0.203535083020889,0.019282271023032,0.725763256561328,0.7,0.111032531824611,0.044554455445545,0.681046676096181,0.714285714285714,0.846153846153846,0,4
2017-0500,Halle,Grass,32,A,20170619,282,106298,Lucas Pouille,R,FRA,23.318275154,15,2570,105526,Jan Lennard Struff,R,GER,27.151266256,49,883,0.75,0.086632243258749,0.044750430292599,0.647733792312106,0.45,0.09020618556701,0.049613402061856,0.643041237113402,0.636363636363636,0.333333333333333,1,3
2017-0311,London,Grass,32,A,20170619,282,105173,Adrian Mannarino,L,FRA,28.9719370294,62,766,104542,Jo Wilfried Tsonga,R,FRA,32.1724845996,10,3040,0.3,0.044008124576845,0.029790115098172,0.597833446174678,0.75,0.103267973856209,0.02483660130719,0.690849673202614,0.4,0.8,0,6
2017-0500,Halle,Grass,32,A,20170619,283,104252,Florian Mayer,R,GER,33.7056810404,134,410,105332,Benoit Paire,R,FRA,28.1149897331,44,960,0.25,0.063027940220923,0.022092267706303,0.618583495776478,0.6,0.098923283983849,0.052489905787349,0.627187079407806,0.666666666666667,0.571428571428571,0,7
2017-0311,London,Grass,32,A,20170619,283,104180,Gilles Muller,L,LUX,34.1136208077,26,1585,105932,Nikoloz Basilashvili,R,RUS,25.3196440794,51,866,0.45,0.15351506456241,0.041606886657102,0.682209469153515,0.55,0.029048207663783,0.033374536464771,0.585908529048208,0.7,0,1,6
2017-0500,Halle,Grass,32,A,20170619,284,105041,Lukas Lacko,R,SVK,29.6262833676,103,511,104999,Mischa Zverev,L,GER,29.826146475,29,1371,0.375,0.075136612021858,0.033469945355191,0.622950819672131,0.55,0.087868852459016,0.024262295081967,0.643934426229508,0.333333333333333,1,0,3
2017-0311,London,Grass,32,A,20170619,284,111815,Cameron Norrie,L,NZL,21.8234086242,235,224,105023,Sam Querrey,R,USA,29.7002053388,28,1425,,,,,0.7,0.155586017820425,0.032213845099383,0.673749143248801,,0.75,0,8
2017-0500,Halle,Grass,32,A,20170619,285,103819,Roger Federer,R,SUI,35.8631074606,5,4765,105216,Yuichi Sugita,R,JPN,28.7501711157,66,723,0.85,0.123815165876777,0.023696682464455,0.711492890995261,0.35,0.033021806853583,0.029906542056075,0.596261682242991,0.785714285714286,0.25,1,7
2017-0311,London,Grass,32,A,20170619,285,104918,Andy Murray,R,GBR,30.0971937029,1,9390,111442,Jordan Thompson,R,AUS,23.1649555099,90,593,0.7,0.04883859440143,0.035139964264443,0.633114949374628,0.45,0.081721771678104,0.023705552089832,0.604491578290705,1,0,0,8
2017-0500,Halle,Grass,32,A,20170619,286,106233,Dominic Thiem,R,AUT,23.7919233402,8,3895,104898,Robin Haase,R,NED,30.2039698836,42,983,0.8,0.072150072150072,0.038239538239538,0.66955266955267,0.55,0.070909090909091,0.035151515151515,0.631515151515151,0.7,0.6,0,7
2017-0311,London,Grass,32,A,20170619,286,103852,Feliciano Lopez,L,ESP,35.7453798768,32,1220,104871,Jeremy Chardy,R,FRA,30.3490759754,80,660,0.45,0.124466137888957,0.029896278218426,0.656497864551556,0.5,0.114346590909091,0.053977272727273,0.645596590909091,0.454545454545455,0.5,1,10
2017-0500,Halle,Grass,32,A,20170619,287,104755,Richard Gasquet,R,FRA,31.0034223135,30,1335,106071,Bernard Tomic,R,AUS,24.6598220397,61,785,0.55,0.040709126723572,0.022980958634275,0.644123440577807,0.5,0.093929712460064,0.021086261980831,0.643450479233227,0.5,0.75,1,0
2017-0311,London,Grass,32,A,20170619,287,133430,Denis Shapovalov,L,CAN,18.1793292266,193,279,104607,Tomas Berdych,R,CZE,31.7535934292,14,2570,0.25,0.110942249240122,0.054711246200608,0.639817629179331,0.65,0.09058988764045,0.025983146067416,0.672752808988764,1,0.7,0,11
2017-0500,Halle,Grass,32,A,20170619,288,100644,Alexander Zverev,R,GER,20.1642710472,12,2860,104259,Philipp Kohlschreiber,R,GER,33.6755646817,56,840,0.8,0.109658678286129,0.029048656499637,0.673202614379085,0.5,0.084580351333767,0.026024723487313,0.661678594664932,0.75,0.666666666666667,1,11
2017-0311,London,Grass,32,A,20170619,288,106421,Daniil Medvedev,R,RUS,21.3524982888,60,799,106423,Thanasi Kokkinakis,R,AUS,21.1909650924,698,30,0.55,0.072716695753345,0.040139616055847,0.628272251308901,0.25,0.132394366197183,0.067605633802817,0.633802816901409,0.333333333333333,0.333333333333333,1,8
2017-0500,Halle,Grass,32,A,20170619,289,105138,Roberto Bautista Agut,R,ESP,29.1800136893,19,2110,104460,Dustin Brown,R,GER,32.5284052019,95,560,0.7,0.025246305418719,0.020320197044335,0.620689655172414,0.4,0.082824168363883,0.06449422946368,0.623217922606925,0.666666666666667,0.333333333333333,1,2
2017-0311,London,Grass,32,A,20170619,289,105777,Grigor Dimitrov,R,BUL,26.0944558522,11,2980,103898,Julien Benneteau,R,FRA,35.4962354552,87,599,0.7,0.104057591623037,0.045811518324607,0.666230366492147,0.4,0.098219766728054,0.046040515653775,0.646408839779006,0.571428571428571,0.571428571428571,1,1
2017-0500,Halle,Grass,32,A,20170619,290,104022,Mikhail Youzhny,R,RUS,34.984257358,88,595,126094,Andrey Rublev,R,RUS,19.6632443532,106,503,0.35,0.03841059602649,0.032450331125828,0.58476821192053,0.2,0.053494391716998,0.04314063848145,0.61518550474547,0.6,0,0,6
2017-0311,London,Grass,32,A,20170619,290,104678,Viktor Troicki,R,SRB,31.3538672142,39,1000,105385,Donald Young,L,USA,27.9069130732,55,845,0.55,0.070821529745043,0.041784702549575,0.615439093484419,0.35,0.038713910761155,0.050524934383202,0.616797900262467,0.666666666666667,0.555555555555556,0,6
2017-0500,Halle,Grass,32,A,20170619,291,105453,Kei Nishikori,R,JPN,27.4715947981,9,3785,111575,Karen Khachanov,R,RUS,21.0787132101,38,1005,0.85,0.035491905354919,0.025529265255293,0.634495641344956,0.5,0.073574494175353,0.038013488657266,0.638258736971183,0.833333333333333,0,0,11
2017-0311,London,Grass,32,A,20170619,291,105227,Marin Cilic,R,CRO,28.7227926078,7,4025,111578,Stefan Kozlov,R,USA,19.3785078713,149,379,0.75,0.117261471230881,0.044428259286235,0.693372177713037,0.272727272727273,0.069900142653352,0.067047075606277,0.580599144079886,0.857142857142857,0.375,1,6
2017-0500,Halle,Grass,32,A,20170619,292,106298,Lucas Pouille,R,FRA,23.318275154,15,2570,104252,Florian Mayer,R,GER,33.7056810404,134,410,0.8,0.090074584050488,0.04302925989673,0.647733792312106,0.25,0.060893098782138,0.020974289580514,0.626522327469553,0.666666666666667,0.6,0,8
2017-0311,London,Grass,32,A,20170619,292,104542,Jo Wilfried Tsonga,R,FRA,32.1724845996,10,3040,104180,Gilles Muller,L,LUX,34.1136208077,26,1585,0.8,0.106783075889859,0.024848891873741,0.696440564137005,0.5,0.160485021398003,0.044935805991441,0.689728958630528,0.833333333333333,0.7,0,7
2017-0500,Halle,Grass,32,A,20170619,293,103819,Roger Federer,R,SUI,35.8631074606,5,4765,104999,Mischa Zverev,L,GER,29.826146475,29,1371,0.85,0.123609394313968,0.023485784919654,0.711990111248455,0.6,0.089542483660131,0.022875816993464,0.647712418300654,0.8,1,1,4
2017-0311,London,Grass,32,A,20170619,293,105023,Sam Querrey,R,USA,29.7002053388,28,1425,111442,Jordan Thompson,R,AUS,23.1649555099,90,593,0.7,0.154834347532116,0.033806626098715,0.670723461798513,0.45,0.087546239210851,0.024044389642417,0.606658446362515,0.769230769230769,0.2,1,1
2017-0500,Halle,Grass,32,A,20170619,294,104898,Robin Haase,R,NED,30.2039698836,42,983,104755,Richard Gasquet,R,FRA,31.0034223135,30,1335,0.55,0.067065868263473,0.035329341317365,0.629940119760479,0.55,0.044,0.021333333333333,0.642666666666667,0.666666666666667,0.571428571428571,0,16
2017-0311,London,Grass,32,A,20170619,294,104607,Tomas Berdych,R,CZE,31.7535934292,14,2570,103852,Feliciano Lopez,L,ESP,35.7453798768,32,1220,0.65,0.089673913043478,0.024456521739131,0.675951086956522,0.5,0.127317676143387,0.030902348578492,0.666872682323857,0.727272727272727,0.5,0,7
2017-0500,Halle,Grass,32,A,20170619,295,100644,Alexander Zverev,R,GER,20.1642710472,12,2860,105138,Roberto Bautista Agut,R,ESP,29.1800136893,19,2110,0.85,0.114118507681053,0.028529626920263,0.686905632772494,0.7,0.024728588661037,0.020506634499397,0.615802171290712,0.769230769230769,0.714285714285714,1,0
2017-0311,London,Grass,32,A,20170619,295,105777,Grigor Dimitrov,R,BUL,26.0944558522,11,2980,106421,Daniil Medvedev,R,RUS,21.3524982888,60,799,0.7,0.106982703395259,0.046764894298527,0.666880204996797,0.55,0.075837742504409,0.039976484420929,0.6331569664903,0.625,0.428571428571429,1,5
2017-0500,Halle,Grass,32,A,20170619,296,111575,Karen Khachanov,R,RUS,21.0787132101,38,1005,126094,Andrey Rublev,R,RUS,19.6632443532,106,503,0.55,0.071473354231975,0.039498432601881,0.64012539184953,0.25,0.058244462674323,0.041837571780148,0.621821164889254,0.5,0.5,1,14
2017-0311,London,Grass,32,A,20170619,296,105227,Marin Cilic,R,CRO,28.7227926078,7,4025,105385,Donald Young,L,USA,27.9069130732,55,845,0.75,0.116568914956012,0.043988269794722,0.697947214076246,0.4,0.03972602739726,0.049315068493151,0.613698630136986,0.866666666666667,0.6,1,9
2017-0500,Halle,Grass,32,A,20170619,297,103819,Roger Federer,R,SUI,35.8631074606,5,4765,104252,Florian Mayer,R,GER,33.7056810404,134,410,0.85,0.122057001239157,0.022304832713755,0.710037174721189,0.3,0.06425702811245,0.020080321285141,0.634538152610442,0.8125,0.636363636363636,1,3
2017-0311,London,Grass,32,A,20170619,297,104180,Gilles Muller,L,LUX,34.1136208077,26,1585,105023,Sam Querrey,R,USA,29.7002053388,28,1425,0.5,0.155917788802268,0.044649184975195,0.688873139617293,0.7,0.151595744680851,0.034574468085106,0.670877659574468,0.7,0.785714285714286,1,2
2017-0500,Halle,Grass,32,A,20170619,298,104755,Richard Gasquet,R,FRA,31.0034223135,30,1335,100644,Alexander Zverev,R,GER,20.1642710472,12,2860,0.6,0.045515394912985,0.020080321285141,0.649263721552878,0.85,0.122302158273381,0.027338129496403,0.694964028776978,0.625,0.785714285714286,0,0
2017-0311,London,Grass,32,A,20170619,298,105777,Grigor Dimitrov,R,BUL,26.0944558522,11,2980,103852,Feliciano Lopez,L,ESP,35.7453798768,32,1220,0.7,0.104440275171982,0.045653533458412,0.664165103189493,0.5,0.125748502994012,0.030538922155689,0.670059880239521,0.666666666666667,0.538461538461538,0,4
2017-0500,Halle,Grass,32,A,20170619,299,111575,Karen Khachanov,R,RUS,21.0787132101,38,1005,103819,Roger Federer,R,SUI,35.8631074606,5,4765,0.55,0.073067632850242,0.03804347826087,0.635869565217391,0.85,0.120893561103811,0.019710906701708,0.712877792378449,0.666666666666667,0.823529411764706,0,6
2017-0311,London,Grass,32,A,20170619,299,105227,Marin Cilic,R,CRO,28.7227926078,7,4025,104180,Gilles Muller,L,LUX,34.1136208077,26,1585,0.75,0.123511904761905,0.043154761904762,0.706845238095238,0.55,0.155400696864112,0.041811846689896,0.694076655052265,0.875,0.75,1,8
2017-0500,Halle,Grass,32,A,20170619,300,100644,Alexander Zverev,R,GER,20.1642710472,12,2860,103819,Roger Federer,R,SUI,35.8631074606,5,4765,0.85,0.122254758418741,0.029282576866764,0.69692532942899,0.85,0.117105263157895,0.020394736842105,0.711842105263158,0.8,0.833333333333333,0,7
2017-0311,London,Grass,32,A,20170619,300,105227,Marin Cilic,R,CRO,28.7227926078,7,4025,103852,Feliciano Lopez,L,ESP,35.7453798768,32,1220,0.8,0.13609022556391,0.045112781954887,0.723308270676692,0.5,0.125378558449425,0.029073288915809,0.677165354330709,0.882352941176471,0.571428571428571,0,4
2017-7650,Antalya,Grass,32,A,20170626,271,105311,Joao Sousa,R,POR,28.2409308693,58,830,105430,Radu Albot,R,MDA,27.6221765914,116,478,0.45,0.055776892430279,0.02855245683931,0.604913678618858,0.3,0.026769779892921,0.036882807852469,0.578227245687091,0.5,0.5,0,2
2017-M016,Eastbourne,Grass,32,A,20170626,271,104547,Horacio Zeballos,L,ARG,32.1642710472,49,893,111815,Cameron Norrie,L,NZL,21.8425735797,236,224,0.6,0.052034689793196,0.019346230820547,0.651767845230153,0,0.061224489795918,0.061224489795918,0.571428571428571,0.333333333333333,0,0,6
2017-7650,Antalya,Grass,32,A,20170626,272,111794,Kamil Majchrzak,R,POL,21.4510609172,279,181,104312,Andreas Seppi,R,ITA,33.3442847365,102,536,0.333333333333333,0.035502958579882,0.023668639053255,0.603550295857988,0.4,0.074007220216607,0.031889290012034,0.613116726835138,,0.583333333333333,0,6
2017-M016,Eastbourne,Grass,32,A,20170626,272,105613,Norbert Gombos,R,SVK,26.8692676249,90,592,106071,Bernard Tomic,R,AUS,24.6789869952,60,820,0.666666666666667,0.080645161290323,0.068548387096774,0.608870967741936,0.5,0.092744479495268,0.019558359621451,0.642271293375394,,0.705882352941176,0,6
2017-7650,Antalya,Grass,32,A,20170626,273,144750,Lloyd George Muirhead Harris,R,RSA,20.334017796,257,203,104386,Janko Tipsarevic,R,SRB,33.0102669405,61,805,0.714285714285714,0.081132075471698,0.024528301886793,0.643396226415094,0.35,0.07162346521146,0.036834924965894,0.634379263301501,,0.333333333333333,0,6
2017-M016,Eastbourne,Grass,32,A,20170626,273,105992,Ryan Harrison,R,USA,25.1362080767,41,993,104999,Mischa Zverev,L,GER,29.8453114305,30,1396,0.45,0.095302013422819,0.04496644295302,0.610738255033557,0.55,0.08569587628866,0.024484536082474,0.643685567010309,0,0.833333333333333,0,3
2017-7650,Antalya,Grass,32,A,20170626,275,104327,Steve Darcis,R,BEL,33.28678987,59,821,104797,Denis Istomin,R,UZB,30.8008213552,71,704,0.55,0.046751669702489,0.018822100789314,0.612629022465088,0.4,0.082037533512064,0.024128686327078,0.631635388739946,0,0.166666666666667,1,14
2017-M016,Eastbourne,Grass,32,A,20170626,275,104871,Jeremy Chardy,R,FRA,30.3682409309,70,705,105583,Dusan Lajovic,R,SRB,26.9897330595,78,657,0.5,0.116788321167883,0.057664233576642,0.648175182481752,0.4,0.033549146556798,0.016480282519129,0.621542083578576,0.428571428571429,0.5,0,20
2017-7650,Antalya,Grass,32,A,20170626,276,117356,Cem Ilkel,R,TUR,21.8480492813,253,206,105633,Mohamed Safwat,R,EGY,26.7679671458,282,176,0.25,0.038251366120219,0.038251366120219,0.563934426229508,0.2,0.051107325383305,0.030664395229983,0.58603066439523,,,0,7
2017-M016,Eastbourne,Grass,32,A,20170626,276,104731,Kevin Anderson,R,RSA,31.1074606434,45,950,105064,Thomaz Bellucci,L,BRA,29.4893908282,53,862,0.5,0.111892208553017,0.032806092560047,0.671939074399531,0.45,0.06089552238806,0.048358208955224,0.625671641791045,0.6,0.333333333333333,1,2
2017-7650,Antalya,Grass,32,A,20170626,277,105173,Adrian Mannarino,L,FRA,28.9911019849,62,766,106432,Borna Coric,R,CRO,20.6132785763,42,966,0.3,0.043272481406356,0.02974983096687,0.594320486815416,0.45,0.06997084548105,0.027405247813411,0.645481049562682,0.375,0,0,3
2017-M016,Eastbourne,Grass,32,A,20170626,277,104755,Richard Gasquet,R,FRA,31.022587269,27,1515,126207,Francis Tiafoe,R,USA,19.4305270363,63,756,0.55,0.041912246234447,0.020956123117223,0.64505566470203,0.25,0.072027972027972,0.031468531468532,0.623776223776224,0.555555555555556,,1,5
2017-7650,Antalya,Grass,32,A,20170626,278,104947,Marsel Ilhan,R,TUR,30.0424366872,287,172,105373,Martin Klizan,L,SVK,27.9589322382,44,954,0.363636363636364,0.049608355091384,0.031331592689295,0.580504786771105,0.5,0.041327489041954,0.043206011271133,0.606136505948654,,0,0,1
2017-M016,Eastbourne,Grass,32,A,20170626,278,105023,Sam Querrey,R,USA,29.7193702943,28,1495,106421,Daniil Medvedev,R,RUS,21.3716632444,52,864,0.65,0.156207366984993,0.034106412005457,0.673942701227831,0.5,0.081764705882353,0.041176470588235,0.629411764705882,0.733333333333333,0.375,0,0
2017-7650,Antalya,Grass,32,A,20170626,279,127157,Daniel Altmaier,U,GER,18.7871321013,252,208,103607,Victor Estrella,R,DOM,36.8980150582,93,585,0,0.070175438596491,0,0.614035087719298,0.5,0.044084821428572,0.034598214285714,0.614397321428571,,0.2,0,5
2017-M016,Eastbourne,Grass,32,A,20170626,279,104898,Robin Haase,R,NED,30.2231348392,38,1028,103917,Nicolas Mahut,R,FRA,35.4277891855,76,670,0.5,0.065006075334143,0.034021871202916,0.623936816524909,0.4,0.068942875902823,0.032173342087984,0.634274458305975,0.571428571428571,0.538461538461538,1,2
2017-7650,Antalya,Grass,32,A,20170626,280,105216,Yuichi Sugita,R,JPN,28.7693360712,66,725,105051,Matthew Ebden,R,AUS,29.582477755,272,189,0.3,0.030322173089071,0.028427037271005,0.586860391661402,0.222222222222222,0.056497175141243,0.043785310734463,0.560734463276836,0.2,,1,8
2017-M016,Eastbourne,Grass,32,A,20170626,280,105341,Thomas Fabbiano,R,ITA,28.0848733744,95,584,105015,Franco Skugor,R,CRO,29.7659137577,304,160,0.3125,0.024467245461721,0.034727703235991,0.567482241515391,0.3,0.050321199143469,0.027837259100642,0.609207708779443,,0,1,9
2017-7650,Antalya,Grass,32,A,20170626,282,104678,Viktor Troicki,R,SRB,31.3730321697,40,1000,104122,Carlos Berlocq,R,ARG,34.392881588,80,654,0.55,0.071780436312456,0.042223786066151,0.616467276565799,0.35,0.032479700187383,0.035602748282324,0.593379138038726,0.571428571428571,0,0,9
2017-M016,Eastbourne,Grass,32,A,20170626,282,111577,Jared Donaldson,R,USA,20.7118412047,65,725,106043,Diego Sebastian Schwartzman,R,ARG,24.8596851472,37,1085,0.2,0.080635668040024,0.042966450853443,0.612124779281931,0.5,0.017672151127361,0.030469226081658,0.568555758683729,0,0,0,4
2017-7650,Antalya,Grass,32,A,20170626,283,105932,Nikoloz Basilashvili,R,RUS,25.3388090349,51,866,104571,Marcos Baghdatis,R,CYP,32.0246406571,79,655,0.5,0.026174895895301,0.033313503866746,0.586555621653778,0.45,0.070976809557273,0.035137034434294,0.609276177090653,0,0.416666666666667,0,3
2017-M016,Eastbourne,Grass,32,A,20170626,283,106378,Kyle Edmund,R,GBR,22.4640657084,48,898,105385,Donald Young,L,USA,27.9260780287,47,935,0.35,0.053325344517675,0.03654883163571,0.639304973037747,0.4,0.041022192333558,0.053127101546738,0.612642905178211,0.333333333333333,0.545454545454545,0,12
2017-7650,Antalya,Grass,32,A,20170626,284,104297,Rogerio Dutra Silva,R,BRA,33.3935660507,68,708,106368,Ramkumar Ramanathan,R,IND,22.6310746064,222,240,0.3,0.054723127035831,0.045602605863192,0.593485342019544,0.583333333333333,0.099297893681043,0.055165496489468,0.635907723169508,0,1,0,10
2017-M016,Eastbourne,Grass,32,A,20170626,284,106210,Jiri Vesely,L,CZE,23.961670089,46,950,105577,Vasek Pospisil,R,CAN,27.0088980151,75,671,0.55,0.074004975124378,0.04228855721393,0.623756218905473,0.4,0.120504731861199,0.042902208201893,0.646687697160883,0.625,0.333333333333333,0,1
2017-7650,Antalya,Grass,32,A,20170626,286,103893,Paolo Lorenzi,R,ITA,35.5290896646,33,1188,105430,Radu Albot,R,MDA,27.6221765914,116,478,0.5,0.056504599211564,0.021681997371879,0.611038107752957,0.3,0.030116779348494,0.036263060848187,0.587584511370621,0.25,0.666666666666667,0,6
2017-M016,Eastbourne,Grass,32,A,20170626,286,111815,Cameron Norrie,L,NZL,21.8425735797,236,224,104792,Gael Monfils,R,FRA,30.81724846,16,2545,0.5,0.097345132743363,0.070796460176991,0.63716814159292,0.7,0.097356544165055,0.043842682140555,0.629916183107672,0.5,0.5,0,8
2017-7650,Antalya,Grass,32,A,20170626,287,104312,Andreas Seppi,R,ITA,33.3442847365,102,536,104386,Janko Tipsarevic,R,SRB,33.0102669405,61,805,0.4,0.076148521082442,0.03020767778477,0.611705475141598,0.4,0.076027397260274,0.035616438356164,0.641780821917808,0.615384615384615,0.428571428571429,0,2
2017-M016,Eastbourne,Grass,32,A,20170626,287,104999,Mischa Zverev,L,GER,29.8453114305,30,1396,106071,Bernard Tomic,R,AUS,24.6789869952,60,820,0.6,0.08582326764145,0.025429116338207,0.649713922441195,0.55,0.093434343434344,0.015782828282828,0.648358585858586,0.857142857142857,0.722222222222222,0,9
